review_id,text,label,app_name,store_source,rating,review_date,label_source,dataset_role
ewallet_00006,"Saw the message. Keep the updates up, Globe. Though those app permissions, that might be for security reasons are making me paranoid haha.",security_concern,GCash,Google Play (Kaggle public dataset),4,2015-10-25T01:06:07.000Z,strict_rule_relabel,training
ewallet_00007,I know this is an error since yesterday. I would just like to know if when will be fix? I have pending Ioad here in my sim to be cash in anytime and Im worried about my Ioad because load do expire. Please fix this ASAP!,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2016-04-19T08:31:01.000Z,strict_rule_relabel,training
ewallet_00008,"After installing the update, it's not letting me login. I get an error that says they can't authenticate me.",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2014-04-11T09:57:26.000Z,strict_rule_relabel,training
ewallet_00009,I cant convert my prepaid load to gcash..it sucks!!! On the blog it says everything but in actual..its failure. I want to do cash in but on BPI is available!!,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2016-04-25T16:53:38.000Z,strict_rule_relabel,training
ewallet_00011,Cash in not working,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2016-04-29T11:05:24.000Z,strict_rule_relabel,training
ewallet_00012,"I always have to call their hotline to fix the tech issue i usually encounter and it takes a couple of months before they can fix it. They don't have other options to convert prepaid load to gcash in sim self-service option. I like gcash because it's more convenient than the other payment methods but I found it more inconvenient when im unable to do transactions due to error on their end. Believe me, it takes forever to get everything sorted out.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2016-06-15T02:05:18.000Z,strict_rule_relabel,training
ewallet_00013,"I cannot log in! After entering MPIN it always say, ""Sorry, we were unable to send a message. Please call the GCASH Hotline at 2882 for assistance."" And when I called your hotline, they dont even know how to solve my problem. Please fix this.",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2014-06-03T08:10:52.000Z,strict_rule_relabel,training
ewallet_00014,Cash in error,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2016-05-06T16:45:40.000Z,strict_rule_relabel,training
ewallet_00015,Please add feature to buy supporter on osu!,feature_request,GCash,Google Play (Kaggle public dataset),5,2014-10-06T14:53:34.000Z,strict_rule_relabel,training
ewallet_00017,Extended maintenance most of the time. Filed a fraud claim 3 months ago and still did not get a response. Crappy service,security_concern,GCash,Google Play (Kaggle public dataset),1,2017-09-10T07:33:06.000Z,strict_rule_relabel,training
ewallet_00018,It was working fine before. Why the change now? I can't log in!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2014-07-14T03:53:18.000Z,strict_rule_relabel,training
ewallet_00020,"Cash in is not working been calling several times, customer service always telling me that my sim is definetly okay!! I cant use your apps wasting my time and my money just to get the gcash card! Globe better stop this apps! Really not working",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2016-06-06T02:47:29.000Z,strict_rule_relabel,training
ewallet_00021,"I'm starting to hate this since Globe turns a blind eye to all of us & keeps on ignoring users like me! If it wasn't for MasterCard I would've ditched this! For the last time I'll repeat my suggestion to change something on Load to GCash feature such as try cutting down the 15% fee to 10% or if that can't be I suggest that you change your denomination from 10,25,50,100,200,300 to a better one such as any amount between 20-1K with 10% interest or 10,20,30,50,100,300,500,1K with 15% fee. Sounds better?!",feature_request,GCash,Google Play (Kaggle public dataset),1,2015-06-17T18:50:07.000Z,strict_rule_relabel,training
ewallet_00023,please update it for MM without manually changing permissions in settings for it to work. and please add material design too :),feature_request,GCash,Google Play (Kaggle public dataset),4,2016-02-06T03:52:03.000Z,strict_rule_relabel,training
ewallet_00025,Their Paypal to Gcash cash-in is not working anymore. This app is kind of a scam now. They will always ask you to upgrade the app but their services will not be updated. They have lots of ads but be skeptical about their system. Not recommended for freelancers.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-24T10:21:24.000Z,strict_rule_relabel,training
ewallet_00027,"GCash app is very very convenient to use most especially during emergency cases. But these past few days I'm having a hard time to log in and use the app. It'll always says that ""Sorry we are unable to process transaction"" Whyyy",payment_failure,GCash,Google Play (Kaggle public dataset),4,2016-09-26T03:04:18.000Z,strict_rule_relabel,training
ewallet_00028,Waste of time! Cash in from paypal to gcash not working at all! Rubbish! Dumb developers.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-01-21T10:17:14.000Z,strict_rule_relabel,training
ewallet_00029,"people, be aware of using GCASH, as you may kiss the money you transderred into it goodbye. i did transfer money into GCASH hoping to pay my bills ""the easy way"". that money is nowhere to be found now. customer service advised to email the GCASH team. not worth it. i tried to log in 15million times already and got the same reply : ""sorry unable to process transaction please call ****"". if i want to call for every transaction i wouldnt need the apps, would i? useless apps, a waste of storage space.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2016-09-29T02:02:35.000Z,strict_rule_relabel,training
ewallet_00031,TRASHY APP! CASH IN FROM PP NOT WORKING! WASTE OF MONEY AND WASTE OF TIME,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-01-21T10:18:51.000Z,strict_rule_relabel,training
ewallet_00032,Since they discountinued the prepaid load to cash option I don't see any purpose of this app at all I even tried calling their cust. serv. hotline and it sucks. That option is their edge to other wallet applications but they did this. Due to security reasons? How about those in rural areas wherein some of them cant hardly access your cash in stations?,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-03-22T03:01:27.000Z,strict_rule_relabel,training
ewallet_00033,"Amazing app for managing ur account.. pair it with a gcash Mastercard and you won't need to bring your wallet anymore.. can you add a fingerprint option in addition to the pincode, thanks!",feature_request,GCash,Google Play (Kaggle public dataset),5,2016-07-03T09:08:12.000Z,strict_rule_relabel,training
ewallet_00034,I just bought my master card lately and they already make my account so when i trying to login .. It says that unable to process transaction,payment_failure,GCash,Google Play (Kaggle public dataset),2,2016-09-30T13:31:40.000Z,strict_rule_relabel,training
ewallet_00035,i already receive the confirmation that i'm registed in GCash. but i can't Log In?,account_access_issue,GCash,Google Play (Kaggle public dataset),4,2015-04-14T09:01:21.000Z,strict_rule_relabel,training
ewallet_00036,It sucks! I have been trying to look for an answer to my problem but it seems that they dont have any resolution!!! I cant cash in my paypal to gcash coz incant login to my account. I have called their hotline number but there is no way for me to speak to someone for help! I will change my rate you fix my problem.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-03-17T06:20:07.000Z,strict_rule_relabel,training
ewallet_00037,Please enable SSS loan payments. And add BDO to GCASH cash in. Thanks.,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2016-08-02T22:41:07.000Z,strict_rule_relabel,training
ewallet_00038,My internet connection works fine but i can't log in my account pin,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2015-06-19T04:22:14.000Z,strict_rule_relabel,training
ewallet_00039,may problema paypal cash in. ayusin nyu yan,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-04-01T17:08:06.000Z,strict_rule_relabel,training
ewallet_00040,"Please pay attention to dual/triple SIM devices. To use this app with my Dual SIM device -- and both SIMs are working, I must set the SIM slot of call/SMS to Globe SIM. When I set both settings into 'always ask,' I cannot login.",account_access_issue,GCash,Google Play (Kaggle public dataset),2,2015-08-07T16:15:17.000Z,strict_rule_relabel,training
ewallet_00041,Pls fix the cash in thru paypal option. The currency selection is not appearing so when i just input the amout i want to cash in. It will error! Pls fix this asap! Thanks!,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2017-05-06T07:20:52.000Z,strict_rule_relabel,training
ewallet_00042,Easy to use but I hope it will support phones with dual sim,feature_request,GCash,Google Play (Kaggle public dataset),3,2017-02-06T01:46:30.000Z,strict_rule_relabel,training
ewallet_00043,I cannot log in or register for both android and ios app please fix imnediately!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2015-11-02T14:21:46.000Z,strict_rule_relabel,training
ewallet_00044,"Useless! PayPal to gcash transfer is a pain! i keep getting an error. a quick search in google shows A LOT of your customers are experiencing the same error. by the way, their customer service are useless too.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-08-28T06:41:08.000Z,strict_rule_relabel,training
ewallet_00045,I think you should bring back the load - cash feature,feature_request,GCash,Google Play (Kaggle public dataset),2,2017-02-17T10:05:47.000Z,strict_rule_relabel,training
ewallet_00047,I wish the developers could enhance the U.I. for much better user experience and an option to switch using fingerprints when verifying instead of using pin code. Because it will be much convenient and much secure by using biometric authentications featured in most high end smartphones.,feature_request,GCash,Google Play (Kaggle public dataset),4,2017-03-31T08:26:06.000Z,strict_rule_relabel,training
ewallet_00049,I cannot log in to my account,account_access_issue,GCash,Google Play (Kaggle public dataset),2,2016-02-04T03:27:02.000Z,strict_rule_relabel,training
ewallet_00050,Still cannot cash out from paypal with error UYE7. Anyone from Globe who can addreas this problem?,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-19T06:49:06.000Z,strict_rule_relabel,training
ewallet_00052,Pay bills button is not working... I couldn't pay Meralco anymore. Laging error.,payment_failure,GCash,Google Play (Kaggle public dataset),3,2017-04-01T03:44:05.000Z,strict_rule_relabel,training
ewallet_00057,I can't cash in from paypal to Gcash! This is so frustrating! my paypal was already linked with gcash but whenever I try to cash in it's giving me an error!!,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-20T01:04:47.000Z,strict_rule_relabel,training
ewallet_00063,Cannot pay my bills. error message always pops up.,payment_failure,GCash,Google Play (Kaggle public dataset),2,2017-04-08T10:05:54.000Z,strict_rule_relabel,training
ewallet_00066,Can you please Add BENECO & BAGUIO WATER DISTRICT to the Utilities then I shall give you 5 stars,feature_request,GCash,Google Play (Kaggle public dataset),2,2017-07-11T01:45:12.000Z,strict_rule_relabel,training
ewallet_00067,please fix cash in paypal to gcash. paypal has no problem. be considerate to you customers.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-24T00:53:52.000Z,strict_rule_relabel,training
ewallet_00070,Useless app .. most of the time you cannot login.,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-04-20T12:00:08.000Z,strict_rule_relabel,training
ewallet_00072,"Please bring back ""Prepaid load to Gcash"" because it is too hard to cash-in in our provinces. It is the easiest way I think we can transfer our funds.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-07-24T04:42:50.000Z,strict_rule_relabel,training
ewallet_00074,"I cannot log in with my mpin, very bad first impression..",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-05-16T11:52:03.000Z,strict_rule_relabel,training
ewallet_00075,"At first it was fine, very convenient to cash in from paypal. Then all of a sudden without any notice gcash suspends cash in transactions from paypal (UYE7 ERROR) Worst part no concrete turn around time till when or if for good!",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-25T04:35:05.000Z,strict_rule_relabel,training
ewallet_00076,Still Can't log in,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-05-23T17:21:37.000Z,strict_rule_relabel,training
ewallet_00078,still encountered problem in bill payment functionality.. Everytime I tried to pay for our meralco bill the (Code: BBC3) error is displayed,payment_failure,GCash,Google Play (Kaggle public dataset),1,2017-08-06T08:37:38.000Z,strict_rule_relabel,training
ewallet_00079,Always have error on update for paypal to g-cash transfer,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-03-28T03:19:44.000Z,strict_rule_relabel,training
ewallet_00080,Please bring back the load to g-cash feature,feature_request,GCash,Google Play (Kaggle public dataset),1,2017-08-31T21:15:48.000Z,strict_rule_relabel,training
ewallet_00083,Dogshit service. Always can't log in to this app when you need it. Sorry for the inconvenience my ass,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-06-07T01:29:07.000Z,strict_rule_relabel,training
ewallet_00088,"nice application,, convenient for bir payment,, the only thing that i don't like everytime im trying to pay my meralco bill its Always error.. :(",payment_failure,GCash,Google Play (Kaggle public dataset),5,2017-12-20T04:38:57.000Z,strict_rule_relabel,training
ewallet_00089,i cant cash in using my union bank.. it was stuck,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-08-03T09:18:08.000Z,strict_rule_relabel,training
ewallet_00090,Thanks GCash. All transactions made easy.. Please add BTC bitcoin wallet account like coinsph. Thankyou.,feature_request,GCash,Google Play (Kaggle public dataset),5,2017-09-29T14:29:06.000Z,strict_rule_relabel,training
ewallet_00091,Fund transfer is always delay it takes more than the promise time of credit for 24hrs :( it takes 2days,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-09-03T15:24:35.000Z,strict_rule_relabel,training
ewallet_00093,"i hope instead of mobile number, email adress is way better to be used in logging in with a password. Hackers can easily access your account if they know ur number and guess your mpin. #victimhere very low security for users.",account_access_issue,GCash,Google Play (Kaggle public dataset),2,2018-07-27T19:40:48.000Z,strict_rule_relabel,training
ewallet_00094,Please bring back the prepaid load to gcash! It's not convenient for us to find cash in centers. Sometimes 7/eleven refuses to accept cash ins as they say its offline etc etc etc,transfer_issue,GCash,Google Play (Kaggle public dataset),3,2017-11-17T01:31:52.000Z,strict_rule_relabel,training
ewallet_00095,Fix your system. Failed transaction on the google games but you still charged. Its felt like im being robbed!!,payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-02-21T02:46:07.000Z,strict_rule_relabel,training
ewallet_00096,Cannot log in fix it,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-11-27T13:20:09.000Z,strict_rule_relabel,training
ewallet_00097,Useful app. I just can't send money to bank accounts as advertised. Kept getting an error. Their support chat is not responding.,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-10-16T03:14:30.000Z,strict_rule_relabel,training
ewallet_00100,Ung pinarefund may plano pa ba kayong ibalik? July 17 pa un. September 17 na ngayon. Sa mga gumagamit ng gcash through paypal pag nag panrefund kayo aabutin ng bwan bwan bago nila ibabalik ang pera nyo. Scammer kayo,payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-09-17T08:38:43.000Z,strict_rule_relabel,training
ewallet_00101,"Can you add the features where i can see my last balance record history, thanks",feature_request,GCash,Google Play (Kaggle public dataset),3,2017-11-23T05:02:48.000Z,strict_rule_relabel,training
ewallet_00102,Hey! Please fix the issue under cash in option. Thanks and keep up the good work!,transfer_issue,GCash,Google Play (Kaggle public dataset),5,2018-10-17T00:02:52.000Z,strict_rule_relabel,training
ewallet_00103,Your app is really good. But can you please bring back the donate option just like before? There is no more option after the update or I am just missing something. Anyway ty dev for the app..,feature_request,GCash,Google Play (Kaggle public dataset),5,2017-11-23T17:41:23.000Z,strict_rule_relabel,training
ewallet_00104,Cannot log in .no improvement.,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-12-25T15:01:20.000Z,strict_rule_relabel,training
ewallet_00106,"I hate this app i cannot pay my bills in PLDT it says NULL error, sometimes internal server error. Please fix this problem i used this app over a year .",payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-04-16T23:10:27.000Z,strict_rule_relabel,training
ewallet_00107,"Even I've put a correct PIN, still I can't log in.",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-12-28T07:55:19.000Z,strict_rule_relabel,training
ewallet_00108,Transfer to bank stopped working. Now my money is stuck!,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-11-24T08:58:33.000Z,strict_rule_relabel,training
ewallet_00109,"Paymaya has update, meron na si paymaya na unique QR link sa wallet of every subscriber nila were in advantage sa mga small business hindi na kailangan humingi pa ng unique qr sa CS ng paymaya, gcash na unahan na kayo saan na ung update nyu sana every subscriber nyu meron din QR CODE magagamit namit to hindi na namin kukunin mga no. Ng tao para mag send ng pera o mag bayad sakanila for contact no. Privacy",payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-10-26T19:34:54.000Z,strict_rule_relabel,training
ewallet_00114,"So my cash, which I need on my bank account, is stuck with gcash. Was going to use GCASH for bank transfer. it let me send the cash, even deducted the amount immediately. Only to be reversed a day later then stating send to bank is not available. unable to speak to hotline, waited 1 hour. no rep on globe store.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-11-25T06:02:11.000Z,strict_rule_relabel,training
ewallet_00116,"Easy and convenient. Although it took a while to load other network. Can the maintenance be done on a time that will not be hassle when doing transaction? It's annoying. In a spam of 3 weeks I have been charged unknowing twice and debited once. It's so stressfull talking to your rep, also, a turn around time of 3weeks to return my money?! It's so inconvenient!",payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-06-15T14:10:24.000Z,strict_rule_relabel,training
ewallet_00117,"Your bank transfer is not working, i topped up tens of thousands and now it's stucked on gcash cause i cant transfer it to other banks",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-11-26T01:53:27.000Z,strict_rule_relabel,training
ewallet_00118,Hey gcash can you add a features that we can deposit using our prepaid load pls there is no near 7-eleven store in our area,feature_request,GCash,Google Play (Kaggle public dataset),5,2018-01-05T11:03:28.000Z,strict_rule_relabel,training
ewallet_00120,The app was good but after the latest update I can't cash in using Paypal. So frustrating! Please fix this issue.,transfer_issue,GCash,Google Play (Kaggle public dataset),3,2018-11-27T20:23:15.000Z,strict_rule_relabel,training
ewallet_00121,No always easy to find outlet to cash in or out. Would be better allow all the load retailers to do it,transfer_issue,GCash,Google Play (Kaggle public dataset),4,2018-02-11T03:11:36.000Z,strict_rule_relabel,training
ewallet_00122,I send money to.my friend but deducted twice to my account.but the my friend only received it once..,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-07-19T03:32:08.000Z,strict_rule_relabel,training
ewallet_00123,I can't log in half the time.,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2017-02-17T08:03:03.000Z,strict_rule_relabel,training
ewallet_00127,"Full of bugs and problems. It always reject my cash in transactions. When it did, it did not reflect in my balance.",transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-12-07T10:43:02.000Z,strict_rule_relabel,training
ewallet_00128,Got my account locked instantly. Thanks,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2017-04-04T09:12:03.000Z,strict_rule_relabel,training
ewallet_00131,Unable to pay bills after app update,payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-08-02T08:57:09.000Z,strict_rule_relabel,training
