review_id,text,label,app_name,store_source,rating,review_date,label_source,dataset_role
ewallet_00001,Sending transaction failure always,payment_failure,GCash,Google Play (Kaggle public dataset),1,2014-08-16T00:56:02.000Z,strict_rule_relabel,presentation
ewallet_00002,cash in using mobile load is still not working.. more than a month of fixing it or u'll be removing this feature? we'll not be using this if thats the case,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2015-08-16T23:15:37.000Z,strict_rule_relabel,presentation
ewallet_00003,Would be nice if globe would allow us to convert prepaid load into gcash,feature_request,GCash,Google Play (Kaggle public dataset),1,2012-08-19T02:11:41.000Z,strict_rule_relabel,presentation
ewallet_00004,"I was charged twice for a transaction. I didn't know that the ""next"" button meant to be charged again? I thought next would be for next transaction.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2014-12-06T04:58:47.000Z,strict_rule_relabel,presentation
ewallet_00010,i cannot log in!!!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2014-05-05T06:15:25.000Z,strict_rule_relabel,presentation
ewallet_00016,Cash In Error! Until when Globe?,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2016-05-19T11:42:00.000Z,strict_rule_relabel,presentation
ewallet_00019,When you mark Globelines as favorite and pay from there. Error transaction unsuccessful will prompt. Fix: don't mark billers as favorite,payment_failure,GCash,Google Play (Kaggle public dataset),3,2016-07-19T00:39:16.000Z,strict_rule_relabel,presentation
ewallet_00024,Sim must be on sim 1 and its not working after I logged in very frustrated. Developers pls fix the issue on logging in and dual sim. Its useless if users cannot log in.,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2014-12-31T13:09:30.000Z,strict_rule_relabel,presentation
ewallet_00026,Why did they remove the option to convert load to gcash? They didn't even put it in the changelog. I hope this is just a bug or people would think they are trying to con us out of our money. Pano yung nag papaload para sa gcash? That's the only reason why I use the app because it is convenient. You wasted a lot of people's money. Now it's useless.,feature_request,GCash,Google Play (Kaggle public dataset),1,2016-05-13T10:10:23.000Z,strict_rule_relabel,presentation
ewallet_00054,cant cash in through paypal..error,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-02-19T10:59:25.000Z,strict_rule_relabel,presentation
ewallet_00055,Please bring back the load to cash feature.,feature_request,GCash,Google Play (Kaggle public dataset),1,2017-04-29T07:48:38.000Z,strict_rule_relabel,presentation
ewallet_00059,"Please fix and update other bills payment like SSS, there are still errors when trying to pay for it.",payment_failure,GCash,Google Play (Kaggle public dataset),3,2017-04-02T13:20:42.000Z,strict_rule_relabel,presentation
ewallet_00060,"Can't log in. KeepS ""sending SMS""",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-04-04T17:43:05.000Z,strict_rule_relabel,presentation
ewallet_00062,Please include home credit Peco and miwd for iloilo thank you so much And by the way load for cherry sim also,feature_request,GCash,Google Play (Kaggle public dataset),5,2017-06-16T14:06:00.000Z,strict_rule_relabel,presentation
ewallet_00064,I can't log in. Di po ba to pwede gimitin tong app for a smart lock device? My globe sim is in another phone kasi smart lock tong smartphone ko. I have a gcash account already. Please answer. Thanks.,account_access_issue,GCash,Google Play (Kaggle public dataset),3,2016-04-18T09:05:58.000Z,strict_rule_relabel,presentation
ewallet_00068,Can you please add SUN CELLULAR? Thanks.,feature_request,GCash,Google Play (Kaggle public dataset),4,2017-07-16T10:38:11.000Z,strict_rule_relabel,presentation
ewallet_00069,"PayPal to Gcash cash-in has been unavailable since 10th of May. I contacted the GCash hotline last 12th of May and they said that the problem is with PayPal and there's no expected turnaround time. I still gave them a good review afterwards eventhough the problem isnt sorted out yet because I understand that it isnt globe's fault. 14th of May, I tried linking my PayPal to gcash again and it went through. However, everytime I click cash-in, it says that i need to link my paypal acct eventhough i already did. I contacted PayPal to listen to their side and they said that the integration for preapproved payments to G-exchange has already been sorted. So now the problem is with globe. I'm really disappointed that it's taking so long to sort this issue. The only reason why i used gcash and even took out a mastercard with globe is because i get paid by clients thru paypal and gcash is the most convenient way of withdrawing those funds. Now I have all the funds in PayPal without being able to withdraw it and im losing freelancers since i am unable to pay them. This is really bad for business. As soon as i find something else that offers similar service, i'll cut my ties with globe and get rid of gcash, my 50mbps internet subscription and wont renew my postpaid plan anymore. I am sick and tired of dealing with a company that promotes nothing but headache to consumers. I am so done with globe.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-05-15T20:23:40.000Z,strict_rule_relabel,presentation
ewallet_00073,"I am new to gcash. Whenever I register, it keeps showing error so I used the *143# and it worked. When i tap pay bills it also keeps saying error. I tried it with two different devices and it keeps saying the same error. I wanna try this Gcash service . Please fix these things. Thanks.",payment_failure,GCash,Google Play (Kaggle public dataset),2,2017-05-26T13:10:21.000Z,strict_rule_relabel,presentation
ewallet_00077,Cannot cash in from PayPal to Gcash. An error message always pops up saying i need to link my PayPal account first even if it's already linked. Will change my review if this is fixed.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-03-21T10:31:06.000Z,strict_rule_relabel,presentation
ewallet_00084,"After the force update, gcash has stopped working. Done clearing cache and data then restart but still app crashes. Please fix this. And suggestion, test your app first before publishing it.",feature_request,GCash,Google Play (Kaggle public dataset),1,2017-09-02T10:46:34.000Z,strict_rule_relabel,presentation
ewallet_00085,"They're promoting the use of the app but it doesn't even work. After sending your password, it will give you an error then get prompted to call their hotline.",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-06-21T21:53:53.000Z,strict_rule_relabel,presentation
ewallet_00092,CAN'T LOG IN!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-11-08T19:09:41.000Z,strict_rule_relabel,presentation
ewallet_00098,Its a great app! I just hope they add bdo bank as a cash in method,transfer_issue,GCash,Google Play (Kaggle public dataset),5,2017-11-21T05:59:25.000Z,strict_rule_relabel,presentation
ewallet_00099,Ung problem sa white screen sa cash in walang reply ang gcash sa akin. Nakakainis. Hindi na convenient,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-10-16T15:06:18.000Z,strict_rule_relabel,presentation
ewallet_00105,"i kept having error when i cash in with my enrolled card, gcashcare takes too long to reply and kept asking for more info i have already provided.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-10-24T03:50:41.000Z,strict_rule_relabel,presentation
ewallet_00110,Why i cant load or pay bill? It always says maintenance or some error,payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-05-19T00:25:42.000Z,strict_rule_relabel,presentation
ewallet_00119,I can't log in!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2017-02-09T02:37:56.000Z,strict_rule_relabel,presentation
ewallet_00126,"At first I was hesitant, but the app was good. My favorite part is I can request a transaction history that looks like a ledger, plus you can save it for auditing. It's easy to navigate but sometimes the app is not responding so I need to check if I need to update it. I also like their responsive customer email support because when I was charged twice for a purchase they made sure to return it within the timeframe they gave me (that's the reason I gave 4 stars).I just hope you can improve customer care option, or maybe you can add it to your app (that's an opportunity you'll need to work on as well cause cs hotline isn't that satisfactory).",payment_failure,GCash,Google Play (Kaggle public dataset),4,2018-07-20T05:14:09.000Z,strict_rule_relabel,presentation
ewallet_00130,Can you add a loading in online games like garena. Or steam,feature_request,GCash,Google Play (Kaggle public dataset),3,2018-02-13T12:58:05.000Z,strict_rule_relabel,presentation
ewallet_00140,"There is a known issue when using One Plus 6 phones. Everytime I launch gcash to pay via QR, your camera doesn't detect the QR code no matter what I do. When I launch pay maya it does. Where is the problem??? You've made an update lately but it still has not fixed the scanning of QR",payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-09-09T12:40:18.000Z,strict_rule_relabel,presentation
ewallet_00142,im so disappointed with gcash 2days seen i use paypal to cash in with gcash but untill now the amount was not credited to my gcash account. i was trying to contact gcash care and customer service hotline no answer from them. i really need the money right now. please respond to your customer. disappointed with your service,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-12-20T14:02:06.000Z,strict_rule_relabel,presentation
ewallet_00151,i can't log in since yesterday. How can I resolve this?,account_access_issue,GCash,Google Play (Kaggle public dataset),3,2017-08-26T13:37:47.000Z,strict_rule_relabel,presentation
ewallet_00159,always error when I cash in,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2019-01-02T07:45:26.000Z,strict_rule_relabel,presentation
ewallet_00163,#Scam #Fraud Nag cash in via online banking. Nabawasan pera ko sa bank pero sa gcash di pa nag rereflect yung perang tig cash in ko. No reply from Gcash Care or any hotline. Bwisit. Ibalik niyo pera namain. Don't download this useless app. Magsisisi lang kayo. Not even recommended. Nagagamit pa ng mga scammers online. Di safe. Make sure na safe gamitin app niyo bago kayo mag advertise. Very misleading. Never again. I swear makuha ko lang yung pera ko idedelete ko na tong bwisit na app na to.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-12-28T03:42:10.000Z,strict_rule_relabel,presentation
ewallet_00167,"Please add a confirmation when buying load in this app, I double sent a load because of this lack of confirmation after clicking.",feature_request,GCash,Google Play (Kaggle public dataset),3,2018-07-02T10:31:45.000Z,strict_rule_relabel,presentation
ewallet_00176,"I even can't register,only showing error while entering my Mpin.I can't imagine globe having this worst service and apps but the rate is high for the user",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2017-11-19T11:24:14.000Z,strict_rule_relabel,presentation
ewallet_00186,GCASH Care replied promptly regarding the issue I encountered which was nice. Still skeptical if the issue has been addressed or if there has been an issue at all. Can't wait until the transaction history has refreshed and the bills payment has been confirmed.,payment_failure,GCash,Google Play (Kaggle public dataset),3,2019-02-02T16:24:06.000Z,strict_rule_relabel,presentation
ewallet_00187,bakit pa d ako makuha ng barcode via 7/11 mag cash in sna ako kso error sa 7/11,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-02-21T23:59:36.000Z,strict_rule_relabel,presentation
ewallet_00195,"used to have an account on gcash, and then I un install it then download again. after I downloaded gcash, I cant send money. It always saying there seems to be a problem. Try again later. Whats the problem? Can you please fix it?",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-02-26T09:34:24.000Z,strict_rule_relabel,presentation
ewallet_00205,its very helpful but just a little problem of cashout,transfer_issue,GCash,Google Play (Kaggle public dataset),5,2019-03-09T04:19:34.000Z,strict_rule_relabel,presentation
ewallet_00207,"been an avid GCASH user for a year already, however, after the latest update, (i updated it 03/28/2019) i could not pay bills. please fix this. thanks! :) EDIT: Error Code BCC3-500 always appears. kindly fix it please. as of april 1, BIR payments still not functional.",payment_failure,GCash,Google Play (Kaggle public dataset),3,2019-04-01T17:58:44.000Z,strict_rule_relabel,presentation
ewallet_00211,"I love gcash. Suggestion, sana hindi maging limited sa load ng smart tnt and sun. Kasii ung iba naghahanap ng ibang amount. E limited lang like 15, 30, 50 lang. And sana may mga nakaregister na na load. Thank you!",feature_request,GCash,Google Play (Kaggle public dataset),4,2018-10-19T11:03:32.000Z,strict_rule_relabel,presentation
ewallet_00218,Can open.. it says incorrect mpin.. my account is locked..,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2018-01-22T06:41:55.000Z,strict_rule_relabel,presentation
ewallet_00223,"Okay naman sana kasi mabilis magcash in from paypal. Pero lagi nalang may problema. Paulit ulit kailangan magrelink ng paypal account. Tapos mapili din sa cellphone model. Ang issue ko ngayon is kahit nakanougat na ko nagka crash naman ang app everytime i click okay after maenter ang paypal account. So pano pa malilink yun. Wala manlang customer service assistant para maresolve agad ang issue. Puro recorded voice lang naman sa hotline. At yung fb chat ilang araw bago magreply. Hindi nyo ba naisip na urgent ang mga issues ng customer nyo? Baka kasi yung perang dapat na mawithdraw eh kailangan ng gamitin. One week sahod ko pa naman iniexpect ko. Tapos hindi ko makukuha. Hay... gamit ako ng kitkat na cellphone. Naenter ko ung email tapos nakalagay click ""close and continue"" tapos hanggang dun nalang. Dapat may lalabas pa dun na another popup window kaso nastock na sa close and continue. So ulit ulit na naman. Nagdoble na yung input sa paypal. Aigoo...",transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-02-01T23:12:12.000Z,strict_rule_relabel,presentation
ewallet_00230,nice apps. but hoping for more improvements specially in security. its easy to hack.,security_concern,GCash,Google Play (Kaggle public dataset),5,2019-03-12T08:56:37.000Z,strict_rule_relabel,presentation
ewallet_00248,here i m again problem again with my gcash i am going to pay my loan tru gcash beacause thats what i used to.. but its transaction failed but the problem here my money is missing again! whata happening gcashhhh,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-06-07T09:47:51.000Z,strict_rule_relabel,presentation
ewallet_00249,INSTEAD OF CONTACTING GCASHCARE. ABOUT YOUR ACCOUNT HAS BEEN LOCKED DUE TO SEVERAL TIMES OF ENTERING WRONG MPIN. WHY NOT MAKE IT ONLINE PASS RESET? SO WE WON'T HAVE A HARD TIME JUST TO GET OUR ACC THAT HAS BEEN LOCKED?,account_access_issue,GCash,Google Play (Kaggle public dataset),2,2018-02-23T14:33:36.000Z,strict_rule_relabel,presentation
ewallet_00259,"Nice app,it would be nice to make it with no data to buy load.",feature_request,GCash,Google Play (Kaggle public dataset),5,2018-12-13T01:02:24.000Z,strict_rule_relabel,presentation
ewallet_00275,I cant use the app for several days now. It keeps on showing an error. I need to pay my bills asap. Maybe opt to switch to paymaya now,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-06-25T09:47:22.000Z,strict_rule_relabel,presentation
ewallet_00276,cash in always fails via debit. used to work now it doesn't. such a drag,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-05-08T07:26:37.000Z,strict_rule_relabel,presentation
ewallet_00277,i cant transact today thru gcash app in paying my bills.why? specially primewater transaction. it says theres a problem(code hjl3?) hassle.,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-06-26T03:45:53.000Z,strict_rule_relabel,presentation
ewallet_00279,whats is error code HJL3?..i cannot access my acct..need to pay my bill its been like this for weeks now,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-06-26T23:59:02.000Z,strict_rule_relabel,presentation
ewallet_00283,Dafuq this App it asking for my Mpin That i haven't set up and my account was locked and 2882 number is not helpful,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2018-04-09T04:37:27.000Z,strict_rule_relabel,presentation
ewallet_00288,"Please allow saving frequent transactions (e.g. send money to bank, pay credit card bills and others). You already have the option to Add Biller as Favorite but it is not complete. Kindly improve the app UI and Functions. Thank you.",feature_request,GCash,Google Play (Kaggle public dataset),5,2019-01-19T07:03:54.000Z,strict_rule_relabel,presentation
ewallet_00291,Bad and very slow processing of raised concerns - My request for reversal of my sent money is still pending for 6days now (and counting) !!! I was told that it can only be resolved in less than 48hrs or 2days!!! We have already made several follow ups thru 2882 hotline. You even did not tell or send us msg why it was delayed. This is not acceptable.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-05-22T12:25:57.000Z,strict_rule_relabel,presentation
ewallet_00292,I transfered money to BPI last may 03 2019 at 10 pm. the money was deducted to my wallet and I have a transaction Id but I never receipt any text or email that my transaction was a success. I called 2882 but theres no option for me to talk to an agent. I even went to a globe store and talk a gcash agent but its a waste of time. I sent email regading my concerns but its no help. they keep sending you electronic msgs wc is no help. Its a SCAM.you guys better to answer questions directly.,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-05-06T04:06:05.000Z,strict_rule_relabel,presentation
ewallet_00309,"Can't cash in from security bank app, to gcash",transfer_issue,GCash,Google Play (Kaggle public dataset),4,2019-05-12T07:23:15.000Z,strict_rule_relabel,presentation
ewallet_00310,bad services app . errors in cash in and errors on buying load,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-06-13T17:06:03.000Z,strict_rule_relabel,presentation
ewallet_00324,someone or a hacker tried to access my account but failed to do so cause I received a notification about failed login for 3 times - THIS IS NOT ACCEPTABLE. PLS UPDATE THIS APP. ADD A ALPHANUMERIC PASSWORD OPTION IN THE SETTINGS TO MAKE IT MORE SECURE.,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-05-19T17:05:04.000Z,strict_rule_relabel,presentation
ewallet_00331,cash in problem. I cash in 17k but an error was encountered. the amount was already deducted from my bank account but was not reflected in my gcash app. the escalation response was slow. very slow. please give my money back.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-06-26T23:59:21.000Z,strict_rule_relabel,presentation
ewallet_00335,paypal cash in is always in maintenance mode. Now I'm having issue with this App. A popup always displays telling me to update my profile and can't use the app.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-06-29T01:27:29.000Z,strict_rule_relabel,presentation
ewallet_00344,"yinaasan ko na ang score. ang complain ko lang sa 7/11 wala na silang option mag cash in kasi palagi error,sa customer service grabe ang tgal maghintay tapos ang bank transfer plaging may error minsan pag emergency mahirap mga bank transfer",transfer_issue,GCash,Google Play (Kaggle public dataset),4,2019-07-01T19:21:09.000Z,strict_rule_relabel,presentation
ewallet_00345,please come up with a GCredit card as the app is not reliable even with good internet connection and tends to lag/send error during access or after the QR code has been scanned. It is such a shame everytime that happens! it happened to me twice in this week alone. Come up with a GCredit Card as alternative.,payment_failure,GCash,Google Play (Kaggle public dataset),3,2019-08-02T01:55:30.000Z,strict_rule_relabel,presentation
ewallet_00350,"Experienced a lot of inconvenience with this app. Already had trouble with missing cash in and withdrawal twice. Plus, rude customer service. They don't even know anything about running promos.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-07-02T12:05:44.000Z,strict_rule_relabel,presentation
ewallet_00362,I ALWAYS EXPERIENCE FAILED TRANSACTIONS! I CAN'T USE MY VOUCHER AND I CAN'T PAY BILLS.AND PLEASE IMPROVE YOUR HISTORY TRANSACTIONS.ALL TRANSACTIONS SHOULD BE SAVED SINCE THE 1ST TIME WE MADE TRANSACTIONS! -Will edit this once your app has been fix,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-08-09T03:28:22.000Z,strict_rule_relabel,presentation
ewallet_00370,"Verification is bugged, it doesn't let me verify. The link that Gcash sent to me takes forever to load. After filling all the personal data, it won't verify",account_access_issue,GCash,Google Play (Kaggle public dataset),2,2018-07-23T08:52:31.000Z,strict_rule_relabel,presentation
ewallet_00371,"I bought a load last night and upon confirming the transaction, I was prompted with a pop-up message stating that the payment/deduction from my fund for my requested transaction has failed, but upon checking my current balance, the supposed amount was deducted and what's worst is the load was not received. I already sent a ticket to your customer service but after 10 hours, I still got no reply from you. Now I can't do any transactions with you as I'm always prompted with an ""error"".",payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-08-15T00:23:06.000Z,strict_rule_relabel,presentation
ewallet_00373,"I send money from my Gcash to my eastwest bank account, money was gone from my gcash and also it's not reflecting on my bank account!!!! is this a scam Gcash!!!! I need my money back!!!",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-06-15T04:40:49.000Z,strict_rule_relabel,presentation
ewallet_00374,I don't know where to get my MPIN... and then they said my account is locked... but I don't have an account yet,account_access_issue,GCash,Google Play (Kaggle public dataset),2,2018-08-01T15:05:01.000Z,strict_rule_relabel,presentation
ewallet_00380,"This app is so inconvenient , I tried to use this app to pay clothes that I ordered and went to 7eleven and the machine just loads and shows an error afterwards when I put my phone number and amount to cash in, I went to cebuanna and lbc they are always offline and Villiarica is the only one where you can actually can cash in however they are not accepting I.D's like philhealth, company and TIN even though I used my TIN I.D to get fully verified on the app. So ridiculous I won't use this anymore",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-07-19T03:50:32.000Z,strict_rule_relabel,presentation
ewallet_00397,"honestly, this app is very useful and convenient. unfortunately, just right after updating, I can't BUY LOAD anymore. it says there that MY REBATES is not available? So I can't tick any amount; there's no available amount for me to tick. Is this a momentary glitch or something? I have enough balance to buy load, so I just got confused with this situation. I hope you could help me with this one. thanks",feature_request,GCash,Google Play (Kaggle public dataset),2,2019-05-23T21:09:44.000Z,strict_rule_relabel,presentation
ewallet_00409,"The app works fine with me, until. I had a problem about the transaction I made, it says error when I confirmed it, but they deducted the amount from my wallet and the biller didnt even recieve my payment. Until now, they have not given me any resolution to the problem. If you cannot fix, then please return my money. Hayy naku! Emailed ur cs already but kept asking the same infos without resolution. I need you to please fix it!",payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-09-01T18:04:50.000Z,strict_rule_relabel,presentation
